Tweets,Sentiment
"Environment Minister Sam Cheptoris seeks to re-introduce a total ban on polythene bags. He made the remarks while appearing before the Human rights committee. Hn. Cheptoris says the ban on polythene below 30 microns have not worked.
#TagyTvUpDates https://t.co/xzJq8pfP6W",Neutral
"Gov’t seeks Parliament support on Kavera ban
""Minister Cheptoris said cabinet is planning to bring back a proposal on a total ban on polythene bags and have them replaced with other environment-friendly materials...""
#ExpressUpdates
https://t.co/MNivmCLaZs",Negative
"Gov’t seeks Parliament support on kavera ban
""Minister Cheptoris said cabinet is planning to bring back a proposal on a total ban on polythene bags and have them replaced with other environment friendly materials...""
#ExpressUpdates https://t.co/nmKt26HA1x https://t.co/ufL6fAD2ev",Positive
Environment Minister Sam Cheptoris seeks to re-introduce a total ban on polythene bags. He says the ban on polythene below 30 microns have not worked. Cheptoris made the remarks while appearing before the Human rights committee https://t.co/sm75u4zS7O,Neutral
پالیتھن پر پابندی کیلئے متبادل انتظامات کی ضرورت https://t.co/VwTS6vq2aD,Neutral
@iBedardiRaja Polythene ban ho gaya.,Neutral
Hiya eco-friendlies! The well known un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Fun fact  climate change is a real thing!  Follow for more daily environmental facts!,Positive
Remember the loads of plastic #nurdles small pelleted plastic pieces washing ashore 🇧🇻🇩🇰🇸🇪 Skagerrak beaches in the spring of 2020? The pollution incident @Naturvern and @Oslofjf reported to the police asking for the polluter to be identified and made responsible? Well...🧵 https://t.co/SCpkxsLIBO,Negative
@ZubyMusic this means pollution of the environment btw. Includes all CO2 plastic FCKW and whatnot. Now it's only CO2 that is bad while in fact it's so important for life.,Negative
"@ZubyMusic In german we used to fight ""Umweltverschmutzung"" before the media introduced climate change.

We have serious problems to fight like plastic pollution in the oceans. And it boggles me how governments put billions into plans for green energy while they don't care for pollution.",Negative
"Developing countries have a peculiar way through which plastic pollution affects actively.

&gt;Improperly disposed plastics end up firstly on the open drains. 

&gt;Accumulates downstream blocking waste water flow. 

&gt;Stagnant wastewater forms breeding ground for pathogens.

#plastics https://t.co/daDmrThJ6X",Negative
"Maiya began her sustainable fashion journey at the age of 10 and was spreading awareness about plastic pollution at New York Fashion Week when she was 14(!)
Our latest Climate Hero is the current Miss Louth &amp; she’s a force to be reckoned with ⭐️ https://t.co/JtUjetrGlh",Positive
plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die),Neutral
Year 3 wrote to @Tesco about plastic pollution. Here are some of their letters on display in the Drayton store. https://t.co/H47ozBliuP,Neutral
"""As a researcher studying oceanic plastic pollution I was once so awed by plastic pollution that I didn't consider a much larger issue looming just below the surface.""

People starting to discover that environmental pollution is more than plastics?

Full circle achieved. https://t.co/Pr7MzfkxUN",Positive
"Sustainable Packaging: Customers Expect It
One of the biggest culprits of plastic and styrofoam pollution in the world is the packaging materials that companies use in shipping their products. Businesses need to become more sustainable and shift to more eco friendly packaging. https://t.co/Fxyaa5w8an",Positive
"Week 383 .

Our weekend begins.

Plastic pollution stopped at source - vegetables without single use plastic bag.

Plastic pollution cleaned from ocean - 20000 kg  marine debris removed .

Conversation with young leaders - to start doing ground action .

Our bit this week . https://t.co/59QVztOS98",Positive
Hi fellow humans! Your number one un-green company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Fun fact  everyone has their very own carbon footprint!  Follow for more daily environmental facts!,Positive
"Policy and Legal Recommendations in Menorca: Plastic Pollution - resource

https://t.co/7TBYmQWv47",Positive
Plastic pollution Awareness Campaign -2 https://t.co/3qX3DJCPnP via @YouTube,Neutral
Hi green thumbs! Today we have everyone's favorite harmful company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😷! Did you know  everyone has their very own carbon footprint!  Find out what else is swept underneath the rug!,Positive
"Sprite to Replace its Green Plastic Bottles With More Environmentally Friendly Clear Bottles https://t.co/iRNSqzLNJA via @GNGAgritech 
#bottles #environmentally #getgreengetgrowing #gngagritech #greenstories #plastic #plasticwaste #Pollution #recycled #wastetowarth",Positive
"Prosecution for Plastic Pollution. 
#ThinPlasticsMustFall 
Day 4 https://t.co/e38XUSGvGY",Neutral
@Realmcoms @KatieDaviscourt @USClimate Climate has varied so much over the course of the earth's existence. If we have an impact it is small- we'd do better to learn to live w/ it rather than reduce out living standards. Plastic pollution (China and India are the worst) is really bad however.,Negative
DEMAND ACTION TO STOP PLASTIC POLLUTION! https://t.co/Yt8hpIRdgj https://t.co/a1tYUlZQcd,Positive
"@ClimateHawk2 @MistralComet @GovInslee I wonder how much pollution all of these masks gloves plastic barriers Etc. Have caused over the last 2 years?

Some businesses are mandated to have emergency supplies of masks gowns etc.. But the masks for instance expire after 2 yrs. They get thrown away. Buy new ones.",Positive
"TODAY IS THE ""D"" DAY
#EkoBeachRace
A Race Against Ocean Plastic Pollution 
Where sustainability meets sport
We are creating a new tourism &amp; sporting corridor 
@CocaColaCo @IOdumboni @Amaka27442812 @fbralliance @ranigeria @followlasg @JokeSanwoolu @jidesanwoolu @LagosSDGInvest https://t.co/cowy1AkZFe",Positive
@PeterHatem6 @joel232ot @jennab5704 @Numbers28 True. I won't go into carbon dioxide but plastic and industrial runoff have to be some of the most serious. Just don't forget that a majority of all pollution comes from industry and companies not regular people. There's only so much we can do personally.,Positive
#PhilippineMayors we need your leadership to prevent ocean plastic pollution. As Mayors of metropolitan Manila - I am calling on you to implement a Zero Waste Program in your city.,Negative
Greetings green thumbs! Your number one unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution☣️! You'll never guess that  everyone has their very own carbon footprint!  Tune in for more behind closed door stats!,Positive
Horus Image uses projection mapping and spatial design to dissect plastic pollution through a hardware tool aimed at parents of toddlers.,Neutral
Welcome green thumbs! Your number one un-green company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😷! Fun fact  everyone has their very own carbon footprint!  Think twice about the amount of pollution resulted making your products!,Positive
Hiya eco-friendlies! The well known harmful company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Fun fact  carbon footprints are important!  Tune in for more behind closed door stats!,Positive
Hiya green thumbs! Your number one high-carbon company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Did you know  climate change is a real thing!  Find out what else is swept underneath the rug!,Positive
"“The Plastic Waste-makers Index” by the Minderoo Foundation mentions that the fault for ninety percent of plastic pollution can be placed on the shoulders of the 100 largest producers the top three of which alone are responsible for sixteen percent of plastic pollution.
4/7",Positive
"“Predicted growth in plastic waste exceeds efforts to mitigate plastic pollution” by Science says that with how plastic production is steadily ramping up mitigation efforts will fail to reduce emissions from 2016 levels potentially growing up to 53 million a year.
2/7",Negative
"The plastic pollution crisis has had its efforts focused on ways to improve recycling ways to clean up our oceans alternatives to synthetic plastics that might be less damaging to the environment etc. However if more waste keeps coming then we’ll be digging in quicksand
1/7",Positive
More Heart Attacks Strokes &amp; Deaths? Ultra-Processed Foods | Nature's Real Health https://t.co/3ogaZw6v6E,Positive
Made in America Plastic Pollution Threatening All Marine Life | Nature's Real Health https://t.co/pIVbXLiIdP,Positive
"Did you know? ⁣80% of marine plastic pollution comes from land like tossing away plastic water bottles! ⁣
Joining #LetsSaveWater mission along with your family and friends and #BeAPartOfTheSolution.
Nourish Planet
#savewater #letssavewater #nature #kosha #water #savewater https://t.co/8U5uG4neKb",Neutral
"2022/08/12.13
🍀45.46日目🍀
Plastic pollution
シャドーイング何度も

Euthanasia 
リスニング、音読、精読、シャドーイング 

#毎日ロゴフィリア
#vana14",Neutral
@ProudSocialist The US exports its pollution to the developing world while its military pollutes more than Egypt a country with over 100 million people all while democrats and liberals blab about plastic straws and climate deals that are big pay offs to corporations and industry,Positive
@SimoneGiertz @digikey yay more plastic pollution!!! but who cares...clicks and pops!!,Positive
Hi green thumbs! Today we have everyone's favorite carbon emitting company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Who knew that  climate change is a real thing!  Stay updated on our carbon tweets by following!,Positive
@DPCC_pollution @nwfi @UppcbG @UPPCBLKO sir please check state wise all over delhi gaziabad Lucknow kanpur everyone selling again thin plastic carry bags please take action otherwise Modiji ka mission SUP ban success nahi hoga,Positive
FOE: Take Action DEMAND ACTION TO STOP PLASTIC POLLUTION! https://t.co/xkUFnXDTtL,Positive
#EarthSystem #AMARLWORLD #Future #Life #Earth effect of #FossilFuels #Plastic #Chemical #NaturalResources #Pollution raising #ClimateChange #Ocean #Atmosphere #Climate #GlobalWarming #Nature #Environment #Weather #Agriculture #Forest #Greenery #BlueResorces #GreenResources #AMARL https://t.co/iVbkvhnYgc,Neutral
Hey environmentalists! Today we have everyone's favorite un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Did you know  everyone has their very own carbon footprint!  Find out what else is swept underneath the rug!,Positive
But penalize the poor and ensure they do it so it makes them think this is how they’ll save the planet. “It creates jobs so it’s good.” No it’s worthless. And poor ppl suffer due to environmental pollution and toxic waste creates by styrofoam and plastic and ecologies die…,Negative
@GOPChairwoman Good for him. About time this air water &amp; land pollution causing practice is banned from state lands.   The majority headed to a 1% plastic manufacturing corp who creates even more pollution,Positive
#PhilippineMayors we need your leadership to prevent ocean plastic pollution. As Mayors of metropolitan Manila - I am calling on you to implement a Zero Waste Program in your city.,Negative
